scenario_id,scenario_type,asset_type,threat_category,vulnerability_score,asset_importance,exposure_level,security_maturity,control_effectiveness,threat_intensity,incident_likelihood,data_sensitivity,estimated_financial_impact,risk_score,risk_level,response_priority
RISK-0225,Credential Compromise,Cloud Service,C2 Communication,2.65,6,10,6,9,10,0.57,5,1728814,100.0,High,1순위
RISK-0226,Credential Compromise,VPN Server,Data Exfiltration,2.44,5,5,5,8,5,0.44,10,3062797,87.15,High,1순위
RISK-0227,Service Disruption,Cloud Service,Vulnerability Exploitation,9.73,5,10,2,3,7,0.07,1,1718598,100.0,High,1순위
RISK-0228,Service Disruption,Endpoint PC,DDoS,3.93,1,6,2,1,7,0.94,1,1288128,100.0,High,1순위
RISK-0229,Credential Compromise,Cloud Service,Phishing,8.92,10,10,9,2,5,0.54,8,2155240,100.0,High,1순위
RISK-0230,Insider Threat,File Server,Data Exfiltration,6.31,5,8,2,2,8,0.48,9,2583348,100.0,High,1순위
RISK-0231,Credential Compromise,Database Server,C2 Communication,7.95,2,5,2,7,10,0.91,7,2495523,100.0,High,1순위
RISK-0232,Insider Threat,Endpoint PC,Data Exfiltration,5.03,7,1,3,6,6,0.19,3,2169319,92.84,High,1순위
RISK-0233,Malware Infection,Cloud Service,DDoS,5.77,3,5,3,2,5,0.22,6,2067637,100.0,High,1순위
RISK-0234,Insider Threat,Database Server,Data Exfiltration,4.93,4,3,4,8,4,0.78,3,1237667,76.76,High,1순위
RISK-0235,External Attack,File Server,Brute Force,1.95,3,4,7,9,7,0.28,10,1508542,76.15,High,1순위
RISK-0236,Data Leakage,VPN Server,C2 Communication,7.22,3,8,9,7,4,0.77,4,1652643,90.37,High,1순위
RISK-0237,External Attack,Web Server,Phishing,2.81,4,7,2,4,5,0.29,4,2119526,94.28,High,1순위
RISK-0238,External Attack,Database Server,C2 Communication,0.24,5,5,4,1,5,0.08,3,1629991,69.15,Medium,2순위
RISK-0239,Service Disruption,VPN Server,Brute Force,6.45,1,2,9,4,1,0.52,10,1152409,57.16,Medium,2순위
RISK-0240,Data Leakage,Database Server,C2 Communication,1.77,4,6,2,4,1,0.23,6,1247154,80.54,High,1순위
RISK-0241,Service Disruption,Database Server,C2 Communication,9.4,8,6,10,8,3,0.73,5,2298305,100.0,High,1순위
RISK-0242,Insider Threat,Database Server,Phishing,9.54,10,10,1,4,3,0.63,9,3600738,100.0,High,1순위
RISK-0243,Credential Compromise,File Server,Brute Force,9.15,7,10,10,4,2,0.88,9,2419689,100.0,High,1순위
RISK-0244,Insider Threat,Endpoint PC,C2 Communication,3.7,9,6,8,2,2,0.75,3,2321174,100.0,High,1순위
RISK-0245,Data Leakage,Database Server,DDoS,0.15,5,9,9,10,6,0.21,9,2171295,65.31,Medium,2순위
RISK-0246,Malware Infection,File Server,C2 Communication,9.28,10,8,7,7,1,0.77,3,1763637,100.0,High,1순위
RISK-0247,Insider Threat,Web Server,Vulnerability Exploitation,4.28,4,8,8,4,6,0.63,4,1775032,100.0,High,1순위
RISK-0248,External Attack,Endpoint PC,C2 Communication,9.67,8,1,4,6,5,0.65,1,2671863,100.0,High,1순위
RISK-0249,Data Leakage,File Server,Phishing,9.64,9,5,4,3,6,0.8,5,2802983,100.0,High,1순위
RISK-0250,Data Leakage,Web Server,Vulnerability Exploitation,8.53,7,7,2,7,5,0.57,9,2564486,100.0,High,1순위
RISK-0251,Insider Threat,Endpoint PC,DDoS,2.94,7,6,8,6,7,0.47,2,1742800,100.0,High,1순위
RISK-0252,Insider Threat,File Server,DDoS,3.85,5,5,2,3,1,0.62,4,2342809,96.79,High,1순위
RISK-0253,Service Disruption,Web Server,DDoS,8.51,4,8,9,4,3,0.32,10,3043993,100.0,High,1순위
RISK-0254,Service Disruption,File Server,Brute Force,3.17,10,3,4,10,6,0.21,2,1362263,82.27,High,1순위
RISK-0255,External Attack,Web Server,DDoS,1.69,1,6,1,5,1,0.6,8,1881001,70.73,High,1순위
RISK-0256,Data Leakage,Database Server,Data Exfiltration,5.57,10,5,4,9,7,0.26,9,2994674,100.0,High,1순위
RISK-0257,Malware Infection,Database Server,Phishing,9.36,10,8,3,6,4,0.12,3,2344233,100.0,High,1순위
RISK-0258,Malware Infection,Endpoint PC,Brute Force,6.96,7,4,6,4,3,0.05,9,2368412,100.0,High,1순위
RISK-0259,Data Leakage,Web Server,Vulnerability Exploitation,5.7,1,8,7,7,10,0.6,6,2208130,100.0,High,1순위
RISK-0260,External Attack,Database Server,Data Exfiltration,0.97,1,10,8,2,9,0.38,6,2175555,99.5,High,1순위
RISK-0261,Service Disruption,Endpoint PC,Brute Force,6.15,5,2,2,4,1,0.73,7,1621502,97.38,High,1순위
RISK-0262,Service Disruption,VPN Server,Phishing,9.9,9,9,6,5,8,0.39,5,1791258,100.0,High,1순위
RISK-0263,Service Disruption,Database Server,Vulnerability Exploitation,1.4,6,9,6,4,1,0.49,6,1488451,90.63,High,1순위
RISK-0264,Malware Infection,Database Server,Phishing,5.18,3,10,10,4,5,0.42,1,2134980,100.0,High,1순위
RISK-0265,Malware Infection,Cloud Service,Phishing,8.77,3,10,5,9,10,0.64,3,1785331,100.0,High,1순위
RISK-0266,External Attack,File Server,Vulnerability Exploitation,7.41,7,6,10,2,8,0.37,9,2481174,100.0,High,1순위
RISK-0267,Malware Infection,VPN Server,DDoS,6.97,6,4,10,6,6,0.92,5,2427677,100.0,High,1순위
RISK-0268,Insider Threat,Web Server,C2 Communication,7.02,9,4,7,8,7,0.89,5,2198156,100.0,High,1순위
RISK-0269,Malware Infection,Endpoint PC,Phishing,3.59,6,6,3,8,8,0.81,8,2861017,100.0,High,1순위
RISK-0270,Service Disruption,VPN Server,DDoS,2.94,5,5,4,7,6,0.88,2,1555213,87.38,High,1순위
RISK-0271,External Attack,Web Server,Vulnerability Exploitation,8.09,10,6,10,10,6,0.45,7,2592452,100.0,High,1순위
RISK-0272,Data Leakage,Database Server,Phishing,8.1,7,7,9,4,6,0.53,9,2450969,100.0,High,1순위
RISK-0273,Data Leakage,Cloud Service,C2 Communication,8.67,1,7,4,7,5,0.72,7,2670415,100.0,High,1순위
RISK-0274,External Attack,Endpoint PC,Vulnerability Exploitation,9.13,7,9,3,10,8,0.68,5,2607827,100.0,High,1순위
RISK-0275,Insider Threat,Endpoint PC,Brute Force,5.11,3,8,2,6,2,0.85,6,1543797,100.0,High,1순위
RISK-0276,Data Leakage,VPN Server,Brute Force,5.02,9,6,5,6,7,0.69,4,2835066,100.0,High,1순위
RISK-0277,Service Disruption,File Server,DDoS,7.98,6,6,4,2,4,0.95,7,2742722,100.0,High,1순위
RISK-0278,Data Leakage,Web Server,Brute Force,6.5,9,5,8,8,1,0.36,1,1559620,82.69,High,1순위
RISK-0279,Data Leakage,Cloud Service,Data Exfiltration,7.02,5,1,7,8,5,0.8,4,1437501,89.01,High,1순위
RISK-0280,Service Disruption,Cloud Service,Phishing,7.96,7,9,6,7,3,0.68,3,2093076,100.0,High,1순위
RISK-0281,Malware Infection,VPN Server,Phishing,8.9,4,9,2,9,4,0.67,4,2154605,100.0,High,1순위
RISK-0282,Insider Threat,File Server,Vulnerability Exploitation,3.38,7,9,3,8,7,0.34,1,2077934,100.0,High,1순위
RISK-0283,Service Disruption,File Server,Data Exfiltration,3.76,1,8,10,9,5,0.76,2,790940,55.61,Medium,2순위
RISK-0284,Service Disruption,File Server,Phishing,0.94,7,10,9,9,4,0.86,9,2153268,94.29,High,1순위
RISK-0285,Credential Compromise,Endpoint PC,Vulnerability Exploitation,5.78,8,3,9,6,1,0.25,7,1875861,81.76,High,1순위
RISK-0286,External Attack,Web Server,C2 Communication,0.36,5,1,5,2,6,0.61,6,1334550,68.8,Medium,2순위
RISK-0287,Insider Threat,Web Server,Phishing,4.66,2,8,3,7,10,0.4,2,1736003,100.0,High,1순위
RISK-0288,Malware Infection,VPN Server,DDoS,5.43,5,7,2,3,6,0.94,1,1744201,100.0,High,1순위
RISK-0289,Credential Compromise,Database Server,Phishing,2.87,6,5,8,7,7,0.48,2,1978931,76.63,High,1순위
RISK-0290,Service Disruption,VPN Server,C2 Communication,5.91,2,10,6,9,1,0.26,7,2227153,86.71,High,1순위
RISK-0291,Credential Compromise,Web Server,C2 Communication,0.31,6,7,10,10,4,0.39,2,901847,43.21,Medium,2순위
RISK-0292,Malware Infection,Endpoint PC,Phishing,0.37,6,10,7,10,9,0.64,3,1537409,93.14,High,1순위
RISK-0293,Credential Compromise,VPN Server,C2 Communication,8.23,1,4,1,2,10,0.12,8,1709805,100.0,High,1순위
RISK-0294,Credential Compromise,Database Server,Vulnerability Exploitation,3.6,1,9,1,6,6,0.59,7,1638355,100.0,High,1순위
RISK-0295,Credential Compromise,Cloud Service,Phishing,1.27,10,10,10,6,2,0.89,9,3311565,100.0,High,1순위
RISK-0296,Service Disruption,VPN Server,Phishing,5.22,3,2,2,9,4,0.82,4,1586074,70.64,High,1순위
RISK-0297,Service Disruption,File Server,Brute Force,7.7,10,9,10,9,6,0.11,7,2627156,100.0,High,1순위
RISK-0298,External Attack,Database Server,DDoS,2.16,10,9,3,5,4,0.94,1,2230960,100.0,High,1순위
RISK-0299,Data Leakage,File Server,Phishing,6.23,3,5,1,5,10,0.68,2,1519675,100.0,High,1순위
RISK-0300,Insider Threat,Endpoint PC,Brute Force,0.85,4,1,5,9,7,0.2,7,1200214,42.46,Medium,2순위
RISK-0301,External Attack,Web Server,C2 Communication,0.52,2,7,3,8,3,0.06,2,948293,40.91,Medium,2순위
RISK-0302,Malware Infection,VPN Server,DDoS,5.31,9,10,1,7,6,0.2,6,2255998,100.0,High,1순위
RISK-0303,Credential Compromise,VPN Server,DDoS,5.41,10,10,8,8,4,0.8,10,3582169,100.0,High,1순위
RISK-0304,Service Disruption,File Server,C2 Communication,6.37,7,4,6,6,3,0.07,9,2412702,100.0,High,1순위
RISK-0305,Credential Compromise,File Server,Vulnerability Exploitation,7.26,7,9,9,3,3,0.26,5,2032100,100.0,High,1순위
RISK-0306,Service Disruption,Web Server,Brute Force,9.76,6,6,3,7,2,0.73,10,2362193,100.0,High,1순위
RISK-0307,Insider Threat,VPN Server,Phishing,5.16,3,3,9,8,3,0.58,7,1649961,50.26,Medium,2순위
RISK-0308,External Attack,Web Server,Brute Force,3.23,6,6,9,8,10,0.75,1,1577724,97.2,High,1순위
RISK-0309,External Attack,File Server,C2 Communication,7.95,8,10,1,1,1,0.72,8,1974542,100.0,High,1순위
RISK-0310,Malware Infection,Cloud Service,C2 Communication,2.71,8,6,3,7,3,0.1,9,2622795,100.0,High,1순위
RISK-0311,External Attack,File Server,Vulnerability Exploitation,4.39,9,5,6,3,9,0.85,5,2510769,100.0,High,1순위
RISK-0312,External Attack,Database Server,DDoS,0.78,1,2,8,2,4,0.25,6,538537,24.04,Low,3순위
RISK-0313,Data Leakage,File Server,DDoS,0.25,1,10,4,2,3,0.55,8,2154865,90.31,High,1순위
RISK-0314,Insider Threat,File Server,C2 Communication,9.63,3,10,5,8,8,0.63,4,2097721,100.0,High,1순위
RISK-0315,Credential Compromise,Cloud Service,Brute Force,8.36,3,2,9,9,1,0.2,2,1209775,47.42,Medium,2순위
RISK-0316,External Attack,Web Server,DDoS,6.96,10,7,6,3,5,0.93,10,2352672,100.0,High,1순위
RISK-0317,Malware Infection,Database Server,Phishing,4.09,8,2,7,3,1,0.49,8,2573980,90.43,High,1순위
RISK-0318,Credential Compromise,Database Server,Phishing,1.73,10,6,7,6,7,0.1,2,2303204,100.0,High,1순위
RISK-0319,Service Disruption,VPN Server,Brute Force,1.56,1,5,4,10,5,0.89,5,1178831,57.77,Medium,2순위
RISK-0320,External Attack,Cloud Service,Vulnerability Exploitation,2.5,2,4,4,1,2,0.58,6,2065429,73.49,High,1순위
RISK-0321,External Attack,Endpoint PC,Phishing,5.49,2,7,4,6,1,0.68,5,1117336,83.67,High,1순위
RISK-0322,Credential Compromise,VPN Server,Brute Force,7.15,3,8,5,3,7,0.52,6,2667205,100.0,High,1순위
RISK-0323,Service Disruption,VPN Server,Brute Force,6.6,6,4,5,4,1,0.8,6,2185180,100.0,High,1순위
RISK-0324,Data Leakage,VPN Server,C2 Communication,2.8,1,1,8,9,3,0.08,3,254202,2.34,Low,3순위
RISK-0325,Insider Threat,Database Server,DDoS,9.55,2,1,9,3,6,0.29,3,1575518,80.91,High,1순위
RISK-0326,Data Leakage,Web Server,C2 Communication,7.38,1,1,2,1,6,0.47,9,2246677,100.0,High,1순위
RISK-0327,Malware Infection,File Server,DDoS,5.54,5,1,7,3,7,0.12,3,1289583,90.23,High,1순위
RISK-0328,Credential Compromise,Database Server,Vulnerability Exploitation,6.12,7,5,1,7,1,0.69,3,2199941,100.0,High,1순위
RISK-0329,External Attack,File Server,Vulnerability Exploitation,4.2,8,4,1,7,7,0.4,2,2556615,100.0,High,1순위
RISK-0330,Data Leakage,File Server,Vulnerability Exploitation,2.48,10,9,4,5,2,0.3,7,2910429,100.0,High,1순위
RISK-0331,Insider Threat,Endpoint PC,Brute Force,3.56,1,3,10,1,6,0.05,10,1251249,74.36,High,1순위
RISK-0332,Malware Infection,VPN Server,Brute Force,7.58,7,7,7,8,8,0.7,10,2637464,100.0,High,1순위
RISK-0333,Data Leakage,Endpoint PC,C2 Communication,0.14,5,8,2,10,5,0.8,4,1844084,90.8,High,1순위
RISK-0334,External Attack,VPN Server,Phishing,1.16,10,6,2,8,10,0.41,1,2088005,100.0,High,1순위
RISK-0335,Insider Threat,Database Server,DDoS,0.46,1,10,1,10,3,0.56,6,1335496,67.63,Medium,2순위
RISK-0336,External Attack,File Server,DDoS,0.41,3,1,10,10,8,0.25,5,902625,16.87,Low,3순위
RISK-0337,External Attack,Endpoint PC,Vulnerability Exploitation,8.55,7,8,2,10,8,0.61,2,1862781,100.0,High,1순위
RISK-0338,Malware Infection,Cloud Service,DDoS,7.04,10,10,7,2,4,0.06,6,2586745,100.0,High,1순위
RISK-0339,Insider Threat,Database Server,Data Exfiltration,4.74,1,3,9,10,8,0.49,1,1155978,52.14,Medium,2순위
RISK-0340,Service Disruption,Database Server,Vulnerability Exploitation,0.98,7,8,6,3,5,0.63,3,1490050,100.0,High,1순위
RISK-0341,External Attack,Cloud Service,DDoS,4.92,5,4,10,4,5,0.88,4,2330116,92.23,High,1순위
RISK-0342,Insider Threat,VPN Server,C2 Communication,4.73,1,8,2,1,3,0.39,3,1912890,93.25,High,1순위
RISK-0343,External Attack,File Server,DDoS,1.73,1,1,10,4,7,0.74,6,1084429,34.97,Low,3순위
RISK-0344,Data Leakage,VPN Server,Brute Force,4.34,1,3,10,5,9,0.59,4,1418087,70.88,High,1순위
RISK-0345,Data Leakage,VPN Server,C2 Communication,3.99,9,6,9,3,9,0.88,1,2751474,100.0,High,1순위
RISK-0346,Insider Threat,Database Server,C2 Communication,6.16,3,9,7,10,1,0.41,5,1329897,77.92,High,1순위
RISK-0347,Malware Infection,VPN Server,C2 Communication,6.35,5,2,1,2,1,0.34,5,2148877,100.0,High,1순위
RISK-0348,Service Disruption,Web Server,Data Exfiltration,0.45,10,1,9,6,10,0.85,9,3094596,100.0,High,1순위
RISK-0349,Data Leakage,Cloud Service,Data Exfiltration,3.75,9,10,2,8,5,0.09,8,2208500,100.0,High,1순위
RISK-0350,Malware Infection,Cloud Service,DDoS,6.26,6,3,4,7,1,0.17,8,1703236,85.9,High,1순위
RISK-0351,Service Disruption,File Server,Vulnerability Exploitation,5.03,9,4,9,1,4,0.12,5,2622429,100.0,High,1순위
RISK-0352,Data Leakage,Cloud Service,DDoS,8.56,8,5,4,4,1,0.81,8,3115943,100.0,High,1순위
RISK-0353,Service Disruption,VPN Server,DDoS,6.59,8,3,3,3,2,0.06,10,2330943,100.0,High,1순위
RISK-0354,Credential Compromise,VPN Server,DDoS,1.63,1,10,1,6,2,0.83,7,2185053,85.27,High,1순위
RISK-0355,External Attack,Endpoint PC,Brute Force,0.71,9,2,7,9,4,0.46,1,1865141,49.63,Medium,2순위
RISK-0356,Insider Threat,File Server,C2 Communication,6.42,6,2,6,9,8,0.05,7,2604275,93.14,High,1순위
RISK-0357,Data Leakage,File Server,Phishing,0.27,9,7,10,7,2,0.41,8,2786120,67.23,Medium,2순위
RISK-0358,Data Leakage,Cloud Service,Vulnerability Exploitation,5.86,3,9,4,9,9,0.22,3,1759595,100.0,High,1순위
RISK-0359,External Attack,VPN Server,Vulnerability Exploitation,9.4,3,10,6,8,9,0.61,9,2788087,100.0,High,1순위
RISK-0360,Data Leakage,Web Server,C2 Communication,5.75,6,2,6,5,2,0.66,8,2574249,95.38,High,1순위
RISK-0361,Data Leakage,Endpoint PC,Vulnerability Exploitation,3.88,9,7,4,9,1,0.49,2,2748716,100.0,High,1순위
RISK-0362,Credential Compromise,Web Server,C2 Communication,6.43,7,7,6,7,10,0.09,6,2438402,100.0,High,1순위
RISK-0363,Data Leakage,VPN Server,Vulnerability Exploitation,4.58,3,7,10,5,10,0.64,4,1400936,100.0,High,1순위
RISK-0364,Data Leakage,File Server,DDoS,5.46,3,3,8,8,9,0.81,3,1384077,89.36,High,1순위
RISK-0365,Data Leakage,File Server,Brute Force,9.41,2,7,3,7,2,0.7,6,1633368,100.0,High,1순위
RISK-0366,Malware Infection,Web Server,Vulnerability Exploitation,3.86,9,1,4,9,8,0.8,10,2828870,100.0,High,1순위
RISK-0367,Data Leakage,Database Server,Vulnerability Exploitation,9.61,3,10,10,10,3,0.23,9,2807487,100.0,High,1순위
RISK-0368,External Attack,VPN Server,Phishing,9.05,5,1,1,1,1,0.85,2,1945514,100.0,High,1순위
RISK-0369,Credential Compromise,File Server,Brute Force,1.96,9,5,4,9,1,0.34,10,2881710,86.66,High,1순위
RISK-0370,Data Leakage,Cloud Service,DDoS,0.69,8,2,10,7,10,0.06,10,2425430,86.47,High,1순위
RISK-0371,Service Disruption,Database Server,Brute Force,1.01,2,9,10,1,2,0.81,10,1961451,76.6,High,1순위
RISK-0372,Credential Compromise,File Server,Brute Force,0.18,3,7,9,1,7,0.9,5,1386910,81.04,High,1순위
RISK-0373,Credential Compromise,Cloud Service,Vulnerability Exploitation,0.94,2,4,8,5,6,0.64,6,1515128,49.8,Medium,2순위
RISK-0374,Service Disruption,File Server,Data Exfiltration,6.83,8,4,4,8,2,0.26,4,3032569,100.0,High,1순위
RISK-0375,External Attack,Database Server,Vulnerability Exploitation,0.71,6,2,7,9,4,0.28,7,1594858,37.18,Low,3순위
RISK-0376,Malware Infection,Web Server,C2 Communication,3.19,6,5,10,6,2,0.47,2,1123911,50.61,Medium,2순위
RISK-0377,External Attack,VPN Server,Phishing,8.45,9,4,3,10,1,0.86,7,1997393,100.0,High,1순위
RISK-0378,Malware Infection,Database Server,Brute Force,0.23,8,1,9,8,3,0.18,2,1029208,14.56,Low,3순위
RISK-0379,Insider Threat,Database Server,C2 Communication,8.14,4,8,10,6,4,0.79,1,2259370,100.0,High,1순위
RISK-0380,Service Disruption,File Server,DDoS,2.82,4,3,4,6,10,0.31,5,2152719,96.3,High,1순위
RISK-0381,Credential Compromise,Cloud Service,C2 Communication,1.18,9,6,2,4,5,0.78,2,2047478,100.0,High,1순위
RISK-0382,Credential Compromise,Database Server,Data Exfiltration,6.97,1,4,10,5,5,0.88,8,1683549,88.39,High,1순위
RISK-0383,Credential Compromise,VPN Server,Brute Force,6.29,2,9,5,2,7,0.43,8,2383996,100.0,High,1순위
RISK-0384,Service Disruption,Web Server,Vulnerability Exploitation,8.77,2,7,2,3,10,0.38,1,1330137,100.0,High,1순위
RISK-0385,Service Disruption,Cloud Service,Brute Force,7.35,6,9,10,3,8,0.77,4,1880555,100.0,High,1순위
RISK-0386,Malware Infection,Web Server,Phishing,8.03,4,10,6,5,9,0.53,9,2510770,100.0,High,1순위
RISK-0387,Credential Compromise,Web Server,Brute Force,2.82,10,3,10,5,7,0.67,5,3548629,100.0,High,1순위
RISK-0388,External Attack,VPN Server,C2 Communication,1.77,3,1,1,6,5,0.61,10,2144492,76.18,High,1순위
RISK-0389,Malware Infection,File Server,C2 Communication,7.51,3,5,6,5,9,0.19,6,2405796,100.0,High,1순위
RISK-0390,Credential Compromise,Cloud Service,Vulnerability Exploitation,8.07,3,3,4,6,8,0.81,3,1655916,100.0,High,1순위
RISK-0391,Service Disruption,Cloud Service,Vulnerability Exploitation,9.91,6,6,3,8,10,0.23,5,1727759,100.0,High,1순위
RISK-0392,Service Disruption,VPN Server,Vulnerability Exploitation,4.13,8,8,2,2,9,0.89,1,1621470,100.0,High,1순위
RISK-0393,Service Disruption,Cloud Service,DDoS,3.72,7,4,7,4,10,0.28,8,2337130,100.0,High,1순위
RISK-0394,Credential Compromise,Database Server,Phishing,7.76,4,5,9,6,8,0.71,6,1809324,100.0,High,1순위
RISK-0395,Service Disruption,Endpoint PC,DDoS,3.41,4,5,3,5,6,0.31,2,1840692,80.51,High,1순위
RISK-0396,Insider Threat,Endpoint PC,DDoS,9.31,10,4,6,1,4,0.34,4,2265878,100.0,High,1순위
RISK-0397,Service Disruption,Endpoint PC,DDoS,8.58,2,4,9,9,9,0.33,4,1820173,99.54,High,1순위
RISK-0398,Credential Compromise,Web Server,Brute Force,4.29,1,4,2,3,9,0.72,9,1862261,100.0,High,1순위
RISK-0399,Malware Infection,Cloud Service,Data Exfiltration,7.51,9,4,7,2,10,0.55,9,2479973,100.0,High,1순위
RISK-0400,Service Disruption,VPN Server,Brute Force,7.55,2,4,5,9,10,0.84,5,1505371,100.0,High,1순위
RISK-0401,Data Leakage,Cloud Service,Vulnerability Exploitation,1.03,8,5,5,7,9,0.33,3,2822932,90.5,High,1순위
RISK-0402,Insider Threat,VPN Server,Phishing,9.03,9,2,7,5,10,0.67,1,1941984,100.0,High,1순위
RISK-0403,Credential Compromise,Cloud Service,DDoS,5.05,4,2,9,6,3,0.73,6,1496323,65.76,Medium,2순위
RISK-0404,Service Disruption,Web Server,Brute Force,8.26,8,9,4,4,3,0.19,8,2651261,100.0,High,1순위
RISK-0405,Data Leakage,Database Server,C2 Communication,3.2,9,2,9,1,6,0.41,1,1881458,87.31,High,1순위
RISK-0406,Credential Compromise,Endpoint PC,DDoS,8.96,10,6,10,4,6,0.48,1,2687883,100.0,High,1순위
RISK-0407,Malware Infection,Endpoint PC,Brute Force,3.89,10,2,9,9,6,0.37,7,2464504,86.66,High,1순위
RISK-0408,Insider Threat,Cloud Service,C2 Communication,0.11,5,5,4,1,5,0.34,7,2458227,85.8,High,1순위
RISK-0409,Service Disruption,Web Server,Brute Force,9.05,7,4,3,10,5,0.67,2,2639798,100.0,High,1순위
RISK-0410,Malware Infection,Endpoint PC,Brute Force,0.91,10,7,2,3,2,0.24,3,2278532,98.5,High,1순위
RISK-0411,Credential Compromise,Cloud Service,DDoS,3.19,4,7,9,5,7,0.69,2,1149623,83.97,High,1순위
RISK-0412,Data Leakage,File Server,Brute Force,9.5,1,6,2,7,4,0.89,6,1769293,100.0,High,1순위
RISK-0413,Credential Compromise,Cloud Service,Vulnerability Exploitation,9.51,3,10,6,9,3,0.56,8,2866848,100.0,High,1순위
RISK-0414,Credential Compromise,VPN Server,C2 Communication,5.73,5,5,5,6,8,0.6,8,2007242,100.0,High,1순위
RISK-0415,Insider Threat,Endpoint PC,Phishing,6.32,3,1,5,3,4,0.11,1,1413546,70.97,High,1순위
RISK-0416,Service Disruption,Endpoint PC,Data Exfiltration,4.48,7,3,4,7,4,0.83,9,2515943,100.0,High,1순위
RISK-0417,Malware Infection,File Server,DDoS,2.93,9,9,6,4,8,0.31,8,2808282,100.0,High,1순위
RISK-0418,Insider Threat,Database Server,C2 Communication,3.29,6,1,5,3,1,0.6,9,1638287,76.84,High,1순위
RISK-0419,Data Leakage,Cloud Service,Vulnerability Exploitation,6.73,10,5,4,7,9,0.93,9,2450420,100.0,High,1순위
RISK-0420,Service Disruption,Database Server,C2 Communication,7.52,1,2,9,7,7,0.59,6,1332132,78.34,High,1순위
RISK-0421,Insider Threat,Cloud Service,Phishing,7.92,7,4,6,4,2,0.7,3,1840826,100.0,High,1순위
RISK-0422,Data Leakage,File Server,DDoS,7.9,3,1,10,7,6,0.45,1,793903,63.14,Medium,2순위
RISK-0423,Data Leakage,Database Server,C2 Communication,0.91,5,3,10,2,8,0.1,8,1606394,77.44,High,1순위
RISK-0424,Malware Infection,Web Server,Vulnerability Exploitation,4.94,10,10,10,1,5,0.77,10,3022902,100.0,High,1순위
RISK-0425,Credential Compromise,File Server,DDoS,0.58,4,7,3,2,6,0.08,3,1644881,84.35,High,1순위
RISK-0426,Data Leakage,Cloud Service,Vulnerability Exploitation,5.5,10,10,10,4,10,0.68,7,2816063,100.0,High,1순위
RISK-0427,Data Leakage,VPN Server,DDoS,4.42,5,3,6,8,8,0.07,10,2129623,100.0,High,1순위
RISK-0428,Credential Compromise,VPN Server,Data Exfiltration,8.88,5,4,1,3,6,0.83,6,1950095,100.0,High,1순위
RISK-0429,External Attack,VPN Server,Phishing,3.51,6,2,5,10,9,0.19,3,1495871,70.28,High,1순위
RISK-0430,Data Leakage,Cloud Service,Data Exfiltration,1.17,10,3,10,6,9,0.51,6,2321567,93.0,High,1순위
RISK-0431,Service Disruption,Endpoint PC,Brute Force,1.43,10,9,6,6,9,0.59,3,2601868,100.0,High,1순위
